Time(ms),Pressure(hPa)
1679366292420,354.06287152037635
1679366352489,354.1704915613758
1679366412557,354.2471612087227
1679366472626,354.2447211361941
1679366532695,354.23097967511177
1679366592764,354.4291392494103
1679366652832,354.49887395378107
1679366712901,354.61895120716355
1679366772970,354.664413611118
1679366833039,354.71475616012964
1679366893107,354.7950217038345
1679366953176,354.88466226304405
1679367013245,354.95118634566666
1679367073314,354.99125490508413
1679367133382,355.06843825191066
1679367193451,355.11171743307636
1679367253520,355.20816451039207
1679367313589,355.2909985514955
1679367373657,355.3382589036289
1679367433726,355.380767535575
1679367493795,355.4339354317251
1679367553864,355.59343912017533
1679367613932,355.622591565649
1679367674001,355.72956948229876
1679367734070,355.7466499899992
1679367794139,355.8231912124761
1679367854207,355.8034137825072
1679367914276,355.94737806169627
1679367974345,356.05564022704533
1679368034414,356.1197242371393
1679368094482,356.2034572523322
1679368154551,356.23016962527714
1679368214620,356.30311495139614
1679368274689,356.34536673360236
1679368334757,356.42948502340505
1679368394826,356.4546562979109
1679368454895,356.4612059662772
1679368514964,356.72807284598707
1679368575032,356.7545283691922
1679368635101,356.7771311462995
1679368695170,356.9209670006186
1679368755239,356.97593284494764
1679368815307,356.9442119020755
1679368875376,356.9887753319404
1679368935445,357.1326111862595
1679368995514,357.19348457460524
1679369055582,357.3054710611823
1679369115651,357.3460533200794
1679369175720,357.40024861518896
1679369235789,357.47627613818617
1679369295857,357.50234638678154
1679369355907,357.64733806492995
1679369415976,357.686379225388
1679369476045,357.72002654130904
1679369536114,357.77088278980045
1679369596182,357.8326551522357
1679369656251,357.9967821360034
1679369716320,357.9595389237243
1679369776389,358.0919449646198
1679369836457,358.17349475702395
1679369896526,358.25221920228967
1679369956595,358.1796591507805
1679370016664,358.32529295327856
1679370076732,358.39502765764934
1679370136801,358.40697117055265
1679370196870,358.5020055742992
1679370256939,358.5234525275771
1679370317007,358.6737096253926
1679370377076,358.67550757357156
1679370437145,358.7664323814804
1679370497213,358.81253690978446
1679370557282,358.9019206192542
1679370617350,358.92336757253213
1679370677419,358.98989165515474
1679370737488,359.0673318517211
1679370797557,359.16172413111804
1679370857625,359.2318441100986
1679370917694,359.3516645137412
1679370977763,359.32572269001577
1679371037832,359.4267930626489
1679371097901,359.428462585958
1679371157969,359.4908770727429
1679371218038,359.56407924860173
1679371278107,359.70316338273346
1679371338175,359.70508975578235
1679371398244,359.75479018044445
1679371458313,359.90812947513814
1679371518382,359.8776927809653
1679371578450,359.9437031641082
1679371638519,360.0600560962627
1679371698588,360.0957582101026
1679371758657,360.2006813288336
1679371818725,360.29314723518155
1679371878794,360.34400348367296
1679371938863,360.3843288928303
1679371998932,360.44032213611877
1679372059000,360.53021954506823
1679372119069,360.5496117004273
1679372179138,360.582103192519
1679372239207,360.6424628813851
1679372299257,360.68176089158294
1679372359326,360.82919264226
1679372419395,360.877223543613
1679372479464,360.95607641374863
1679372539533,361.0523950661945
1679372599601,360.9967870975157
1679372659670,361.1167359260283
1679372719739,361.10325131468585
1679372779808,361.1690048480889
1679372839876,361.21241245412443
1679372899945,361.4240566397654
1679372960014,361.44126557233574
1679373020083,361.53129140615505
1679373080151,361.5320619553746
1679373140165,361.5720020899222
1679373200234,361.6850159754586
1679373260302,361.7516684829511
1679373320371,361.830007653607
1679373380417,361.8700762130245
1679373440486,361.9418657153141
1679373500555,361.93788454434633
1679373560624,362.0453761604759
1679373620647,362.112670792318
1679373680716,362.09854405662594
1679373740785,362.27987997296395
1679373800854,362.3037669987705
1679373860867,362.3596318171891
1679373920936,362.3609160658884
1679373981005,362.4754710498639
1679374041074,362.5512417231213
1679374101087,362.6565501164621
1679374161156,362.6905827069929
1679374221225,362.72808276901185
1679374281294,362.8566360638095
1679374341307,362.8348038359218
1679374401376,362.91185875787846
1679374461445,363.00445308909633
1679374521514,363.05710728576673
1679374581582,363.1251724668284
1679374641651,363.16999274643325
1679374701720,363.2078780830619
1679374761789,363.330395408973
1679374821857,363.30792105673567
1679374881885,363.34927386485236
1679374941954,363.50877755330265
1679375002022,363.52174846516533
1679375062087,363.62590103467676
1679375122156,363.58750199856837
1679375182225,363.66417164591525
1679375242294,363.7886153448752
1679375302362,363.879668577654
1679375362431,363.91305904383523
1679375422500,364.01220304341945
1679375482569,363.98382114716543
1679375542637,363.86425759326266
1679375602706,364.11943780980914
1679375662775,364.1964927317658
1679375722843,364.20008862812375
1679375782912,364.37076528025773
1679375842981,364.3567669694356
1679375903050,364.41468658577304
1679375963118,364.4943100051282
1679376023187,364.49302575642895
1679376083256,364.5883170099154
1679376143324,364.69002950689816
1679376203393,364.7184114031522
1679376263462,364.85608286371473
1679376323531,364.86635685330896
1679376383599,364.9839940341628
1679376443668,365.01481600294545
1679376503737,365.1074103341634
1679376563805,365.0719650700633
1679376623874,365.18459368098996
1679376683943,365.18009881054246
1679376744004,365.3065973074213
1679376804073,365.37902893406056
1679376864087,365.4348937524791
1679376924104,365.452873234269
1679376984172,365.5088664775575
1679377044241,365.6032587569544
1679377104310,365.7544148288594
1679377164379,365.7332247253213
1679377224448,365.7840809738127
1679377284516,365.8125912949367
1679377344585,365.81747143999394
1679377404654,365.98506589524965
1679377464722,366.0826687963947
1679377524791,366.1113075423886
1679377584860,366.1205541330234
1679377644929,366.2266330755837
1679377704997,366.2886622877588
1679377765066,366.2435851584142
1679377825135,366.3378490129412
1679377885204,366.43904781044426
1679377945272,366.5449983281346
1679378005341,366.6024042449924
1679378065410,366.61768680451377
1679378125479,366.65313206861384
1679378185547,366.6964112497795
1679378245616,366.72325204759437
1679378305685,366.83408271034205
1679378365754,366.9978244194999
1679378425822,367.0414888752754
1679378485891,367.15013631523425
1679378545947,367.15707125821035
1679378606016,367.1401191753799
1679378666085,367.2495371645583
1679378726154,367.280359133341
1679378786222,367.32941743365336
1679378846291,367.41289359910644
1679378906360,367.49354441742105
1679378966429,367.6024487071198
1679379026497,367.6458563131554
1679379086566,367.56469179536106
1679379146635,367.7489814837074
1679379206704,367.783399348848
1679379266772,367.802919929077
1679379326841,368.0365247674756
1679379386910,367.98643906820377
1679379446979,368.0150778141977
1679379507047,368.11589133709094
1679379567116,368.0758227776735
1679379627185,368.30544644510434
1679379687254,368.35052357444897
1679379747322,368.3057032948442
1679379807391,368.3899500095168
1679379867460,368.5585718637319
1679379927529,368.5056608173217
1679379987597,368.60120892054795
1679380047666,368.63549836081864
1679380107735,368.78267326175586
1679380167804,368.7657211789254
1679380227872,368.8619114065013
1679380287941,368.90750223532564
1679380348010,368.9895657272095
1679380408079,369.0623826284585
1679380468148,369.1177337473974
1679380528216,369.1819461823613
1679380588285,369.23228873137293
1679380648354,369.3372118501039
1679380708367,369.32552518694047
1679380768436,369.4097719016131
1679380828505,369.4897805955781
1679380888573,369.57338518590103
1679380948642,369.5791643050478
1679381008711,369.6985994340806
1679381068779,369.70489225270705
1679381128848,369.8163650398044
1679381188917,369.82021778590223
1679381248986,369.96944748475823
1679381309054,370.0287797746649
1679381369123,370.13973886228246
1679381429192,370.13177652034693
1679381489260,370.24838630224133
1679381549329,370.2884548616588
1679381609398,370.3602443639484
1679381669467,370.37527007372995
1679381729535,370.4475732754993
1679381789604,370.44783012523914
1679381849673,370.6047653162909
1679381909742,370.59256495364775
1679381969810,370.76773647622923
1679382029879,370.69389217602077
1679382089948,370.8275824656156
1679382150017,370.9283959885089
1679382210085,370.92364426832154
1679382270154,371.03190643367066
1679382330222,371.07788253710476
1679382390291,371.1418381223288
1679382450360,371.2914530957946
1679382510429,371.3028829092182
1679382570497,371.4523694578141
1679382630566,371.3823779037035
1679382690635,371.450828359375
1679382750704,371.52608533315265
1679382810772,371.598388534922
1679382870840,371.6330632498025
1679382930909,371.7622586689498
1679382990978,371.78190767404874
1679383051047,371.84355161161403
1679383111115,371.9899559633317
1679383171184,371.9817367716563
1679383231253,372.0751016520938
1679383291322,372.1702644807103
1679383351390,372.1070794447058
1679383411459,372.17052133045013
1679383471528,372.2687663559449
1679383531597,372.37985386843235
1679383591665,372.47784204418724
1679383651734,372.4656416815441
1679383711803,372.60999123534293
1679383771872,372.5523284687453
1679383831940,372.65866426104554
1679383892009,372.8042980635436
1679383952078,372.7576798357598
1679384012147,372.7885018045425
1679384072215,372.9808822596943
1679384132284,373.01645594866426
1679384192353,373.0806683836281
1679384252422,373.2072953053769
1679384312490,373.1727490153663
1679384372559,373.25417038290055
1679384432628,373.26649917041357
1679384492697,373.3765592839417
1679384552765,373.44616556344255
1679384612834,373.5849928478344
1679384672903,373.6430408890418
1679384732971,373.5882034695826
1679384793040,373.740386940447
1679384853109,373.8287432509573
1679384913178,373.7601643704159
1679384973237,373.8708666082936
1679385033306,373.89231356157154
1679385093375,374.0265175506461
1679385153444,374.16123523920027
1679385213512,374.11551598550597
1679385273581,374.1801136950796
1679385333650,374.2797713941436
1679385393710,374.3516893213031
1679385453771,374.3872630102731
1679385513832,374.48306796323925
1679385573892,374.50823923774504
1679385633953,374.5825972374332
1679385694014,374.65297406615366
1679385754074,374.7221950710447
1679385814135,374.78358215887016
1679385874196,374.81145035564447
1679385934256,374.86641619997357
1679385994317,374.84047437624815
1679386054377,375.0525038364989
1679386114446,375.06136515252393
1679386174515,375.15588585679075
1679386234584,375.1752780121498
1679386294652,375.3494221357719
1679386354721,375.3690711408708
1679386414790,375.45293258093363
1679386474838,375.443429140559
1679386534906,375.5217683112149
1679386594975,375.5884208187074
1679386655044,375.63773596875967
1679386715113,375.78298449664794
1679386775181,375.75152040351566
1679386835250,375.7791317505501
1679386895319,375.87917472422384
1679386955388,375.909097718917
1679387015456,375.99295915897983
1679387075525,376.1274199977942
1679387135594,376.1351254899899
1679387195663,376.23979175898097
1679387255731,376.230802018086
1679387315800,376.27472332360134
1679387375869,376.369500877608
1679387435938,376.4855969600227
1679387496006,376.5758796435819
1679387556075,376.6223694464958
1679387616144,376.6354687832284
1679387676212,376.7296042128855
1679387736281,376.7132942544046
1679387796350,376.7823868344258
1679387856419,376.9191593208988
1679387916487,376.90554628468647
1679387976556,377.0342280043541
1679388036625,377.0759660870806
1679388096637,377.10152263619625
1679388156706,377.18384297781995
1679388216775,377.2786205318266
1679388276844,377.27155716398056
1679388336867,377.39317551580217
1679388396936,377.43375777469936
1679388457005,377.49129211642696
1679388517074,377.5477990591952
1679388577087,377.6108556703297
1679388637156,377.6889379912458
1679388697225,377.732987721631
1679388757294,377.7925768612775
1679388817362,377.83688344140256
1679388877431,377.75995694431583
1679388937500,377.93769696429587
1679388997569,377.9962587049829
1679389057637,378.06355333682507
1679389117706,378.11941815524364
1679389177727,378.23474368843875
1679389237737,378.2194611289174
1679389297806,378.3336308382831
1679389357875,378.4136395322481
1679389417944,378.4056771903126
1679389478012,378.51548045410084
1679389538081,378.54617399801356
1679389598150,378.6704892721036
1679389658219,378.65006971778513
1679389718287,378.71209892996023
1679389778356,378.8324330330825
1679389838397,378.83256145795247
1679389898466,378.89189374785906
1679389958535,379.04266454515425
1679390018604,379.00144016190745
1679390078672,379.10456533245946
1679390138741,379.2093600263205
1679390198810,379.20049871029545
1679390258879,379.33611537293916
1679390318947,379.3890264193494
1679390379016,379.4332045746046
1679390439085,379.489326242763
1679390499154,379.588855516957
1679390559222,379.62789667741504
1679390619291,379.720362583763
1679390679360,379.77288835556345
1679390739429,379.78560241768633
1679390799497,379.8618867904234
1679390859566,379.908890292817
1679390919628,379.9620581889671
1679390979691,380.1057656184162
1679391039754,380.05978951498207
1679391099817,380.17716984609604
1679391159886,380.19835994963415
1679391219955,380.3147128817887
1679391280024,380.3989595964613
1679391340068,380.46535525421393
1679391400131,380.4378723320494
1679391460194,380.55525266316334
1679391520257,380.57181947138406
1679391580326,380.6423247249744
1679391640395,380.7258008904274
1679391700464,380.8095339056203
1679391760532,380.89557856847193
1679391820601,380.96505642310285
1679391880670,380.9925393452674
1679391940739,381.07896928272874
1679392000807,381.0686952931345
1679392060876,381.16116119948254
1679392120945,381.1963496138427
1679392181014,381.3133446703469
1679392241082,381.32284811072157
1679392301151,381.407351675134
1679392361220,381.4397147423558
1679392421289,381.48748879396896
1679392481357,381.59947528054596
1679392541426,381.5568382237299
1679392601495,381.63723219230474
1679392661564,381.7261022022947
1679392721632,381.7981485543242
1679392781701,381.8700664814837
1679392841770,381.9223354035443
1679392901839,382.0325239419423
1679392961907,382.0511455480819
1679393021976,382.13295219022586
1679393082045,382.1768734957411
1679393142114,382.1798272677495
1679393202182,382.3258463448573
1679393262251,382.2848788113504
1679393322320,382.4350074842959
1679393382389,382.4535006655655
1679393442457,382.54416862373455
1679393502526,382.49485347368227
1679393562595,382.60619783590965
1679393622664,382.62957116223646
1679393682732,382.69224249876123
1679393742801,382.7627477523516
1679393802870,382.9214808915823
1679393862939,382.94678059095804
1679393923007,383.02229441447554
1679393983076,383.0821404038619
1679394043145,383.07045374069844
1679394103214,383.12965760573513
1679394163282,383.2335533255067
1679394223351,383.25885302488246
1679394283420,383.37571965651676
1679394343489,383.4074405993889
1679394403557,383.4529030033433
1679394463626,383.54177301333334
1679394523695,383.5959683084428
1679394583764,383.59173028773523
1679394643832,383.61651628763127
1679394703901,383.72747537524884
1679394763970,383.84048926078526
1679394824039,383.7771757999109
1679394884107,383.9537599960616
1679394944176,383.92858872155574
1679395004245,384.0848817882578
1679395064314,384.05739886609325
1679395124382,384.1996936219732
1679395184451,384.24194540417943
1679395244520,384.2944711759799
1679395304589,384.3143770308187
1679395364657,384.36240793217166
1679395424726,384.46322145506497
1679395484795,384.5826565840978
1679395544864,384.59087577577316
1679395604932,384.65881253196494
1679395665001,384.76771682166367
1679395725070,384.7673315470539
1679395785139,384.83732310116454
1679395845207,384.89652696620124
1679395905276,384.96883016797057
1679395965345,385.01236619887607
1679396025414,385.06052552509897
1679396085482,385.11908726578605
1679396145551,385.192032591905
1679396205620,385.35461847723354
1679396265689,385.3350978970045
1679396325757,385.4452864354025
1679396385826,385.37503803155204
1679396445895,385.4247384562141
1679396505964,385.5841137197944
1679396566032,385.6085144450807
1679396626101,385.70085192655876
1679396686170,385.6878810146961
1679396746187,385.8291483716166
1679396806256,385.8755097496605
1679396866325,385.9424191068929
1679396926394,385.94498760429144
1679396986462,386.0901077073098
1679397046531,386.192847603252
1679397106600,386.15971398681063
1679397166669,386.22418327151433
1679397226737,386.24948297089014
1679397286806,386.32718001719644
1679397346875,386.3803479133465
1679397406944,386.4260671670408
1679397467012,386.46870422385683
1679397527081,386.5435759230247
1679397587150,386.5461444204232
1679397647219,386.6375829278118
1679397707287,386.65209493811363
1679397767356,386.74417556985185
1679397827425,386.86399597349447
1679397887494,386.83227503062227
1679397947562,386.93167587994634
1679398007631,387.069218915639
1679398067697,387.0154088951393
1679398127766,387.1568046769297
1679398187835,387.14203581688804
1679398247904,387.284330572768
1679398307917,387.36523824082246
1679398367986,387.31836316329884
1679398428055,387.45693359795087
1679398488124,387.4892966651727
1679398548137,387.5429782608025
1679398608206,387.65701954529834
1679398668275,387.61630886153125
1679398728344,387.7343313169948
1679398788412,387.8350164150183
1679398848481,387.8320626430099
1679398908550,387.9494429741239
1679398968619,387.92992239389486
1679399028687,388.09392095279264
1679399088756,388.03433181314614
1679399148825,388.15094159504054
1679399208894,388.19434920107614
1679399268962,388.31789392594663
1679399329031,388.33420388442744
1679399389100,388.463014028965
1679399449169,388.5200346712129
1679399509237,388.52375899244083
1679399569306,388.5106596557082
1679399629375,388.6494869401001
1679399689444,388.7309083076343
1679399749512,388.71562574811287
1679399809581,388.8457201413497
1679399869650,389.0000868350029
1679399929719,388.9207202653875
1679399989787,389.00740705258875
1679400049856,389.0795818294881
1679400109925,389.0830493009762
1679400169994,389.2821078493642
1679400230062,389.31524146580557
1679400290131,389.35531002522305
1679400350200,389.4508581284493
1679400410269,389.47525885373557
1679400470337,389.55770762022917
1679400530406,389.5805672470763
1679400590475,389.68536194093736
1679400650544,389.7430247075349
1679400710612,389.7687096815205
1679400770681,389.9197373285555
1679400830750,389.9216637016044
1679400890819,390.0574087891181
1679400950887,390.0436673280358
1679401010956,390.1681110269958
1679401071025,390.26134748256334
1679401131094,390.2395152546756
1679401191162,390.33724658069065
1679401251231,390.4661851500981
1679401311300,390.44409607247053
1679401371369,390.54940446581134
1679401431437,390.60000386456284
1679401491447,390.7719647653961
1679401551516,390.72162221638445
1679401611585,390.85094606040167
1679401671654,390.88651974937164
1679401731722,391.01558674364907
1679401791791,391.0514172823589
1679401851860,391.1144738934934
1679401911929,391.1088231992166
1679401971997,391.18164010046564
1679402032066,391.3266317786141
1679402092135,391.33408042106987
1679402152204,391.4415720371994
1679402212272,391.52376395395316
1679402272341,391.59041646144567
1679402332410,391.6387042125385
1679402392479,391.7219235282517
1679402452547,391.76276263688874
1679402512616,391.78459486477647
1679402572685,391.9137902839238
1679402632754,392.0026602939138
1679402692822,392.0443983766403
1679402752891,392.1467529979727
1679402812960,392.21558872825403
1679402873029,392.3103662822607
1679402933097,392.33515228215674
1679402993166,392.35647081056476
1679403053235,392.42209591909784
1679403113304,392.5405036491712
1679403173372,392.5939283950612
1679403233441,392.72517861212737
1679403293510,392.77873178288723
1679403353579,392.8370366738344
1679403413647,392.8905898445943
1679403473716,392.9501789842408
1679403533785,393.0692288386638
1679403593854,393.0933727142102
1679403653922,393.28151514865436
1679403713991,393.2375938431391
1679403774060,393.2789466512558
1679403834129,393.4162328372086
1679403894197,393.5069007953776
1679403954266,393.5223117797689
1679404014335,393.64482910568
1679404074404,393.705317219416
1679404134472,393.85621644158107
1679404194541,393.8461993017267
1679404254610,393.92184155011415
1679404314679,394.0164906792509
1679404374747,394.05463286561945
1679404434816,394.08763805719093
1679404494885,394.16661935219645
1679404554954,394.1934601500114
1679404615022,394.28168803565177
1679404675091,394.3411487504283
1679404735160,394.51208225230215
1679404795229,394.54495901900367
1679404855297,394.6378101999614
1679404915366,394.6660636713455
1679404975435,394.7351562513667
1679405035504,394.7993686863305
1679405095572,394.92561033346954
1679405155641,394.91739114179416
1679405215710,395.0463297112016
1679405275779,395.12030243628
1679405335847,395.1376397937202
1679405395879,395.2443608606302
1679405455948,395.3504398031905
1679405516016,395.3700888082895
1679405576085,395.4304484971555
1679405636154,395.56426721162023
1679405696223,395.65814579153744
1679405756291,395.7250551487698
1679405816360,395.74984114866584
1679405876429,395.8523241948682
1679405936498,395.96084320995715
1679405996566,396.00437924086265
1679406056635,396.06062933389103
1679406116704,396.14526132317343
1679406176773,396.18173398623287
1679406236841,396.21589500163367
1679406296910,396.34688836896
1679406356979,396.378866161572
1679406417048,396.41598094898114
1679406477116,396.55172603649476
1679406537185,396.63173473045975
1679406597254,396.6563923054859
1679406657323,396.7893120458611
1679406717391,396.8697060144359
1679406777460,396.855322429004
1679406837529,396.91542526813015
1679406897598,397.0837902726054
1679406957666,397.09637590985835
1679407017735,397.1880712669868
1679407077804,397.22634187822524
1679407137873,397.38276336979726
1679407197942,397.3731315045527
1679407258010,397.4369586649068
1679407318079,397.5935085813487
1679407378148,397.6081490165205
1679407438216,397.69830327520975
1679407498285,397.7184659797884
1679407558354,397.8725758237017
1679407618423,397.8801528910275
1679407678491,398.0571223617879
1679407738560,397.9849475848885
1679407798629,398.1718057706334
1679407858687,398.1886294285939
1679407918756,398.23588978072735
1679407978825,398.3063950343177
1679408038894,398.3377307025801
1679408098927,398.41863837063454
1679408158996,398.4897857485745
1679408219065,398.53293650487024
1679408279134,398.6840925767752
1679408339167,398.7285275817702
1679408399236,398.76204647282134
1679408459305,398.81983766428885
1679408519374,398.94107074150065
1679408579407,398.98049717656846
1679408639476,399.01658456501815
1679408699545,399.1923982119493
1679408759614,399.096850108723
1679408819647,399.3061826467053
1679408879716,399.2411996625218
1679408939785,399.4459089051867
1679408999854,399.4243335270388
1679409059887,399.47506135066027
1679409119956,399.5717652777159
1679409180025,399.6894024585697
1679409240094,399.6953100025864
1679409300127,399.7980498985286
1679409360196,399.8345225615881
1679409420265,399.9254473694969
1679409480334,399.93726245753027
1679409540367,400.0072540116409
1679409600436,400.05926608396163
1679409660505,400.1757474409861
1679409720574,400.2169718242329
1679409780607,400.2191550470217
1679409840676,400.2928709223602
1679409900745,400.47497738791776
1679409960814,400.4806280821946
1679410020847,400.55562820623237
1679410080916,400.7143613454631
1679410140985,400.53071378146643
1679410201048,400.723479511228
1679410261117,400.778573780427
1679410321157,400.79167311715963
1679410381226,400.8773325054014
1679410441295,400.9821271992625
1679410501327,401.0934715614898
1679410561396,401.0569988984304
1679410621465,401.126990452541
1679410681534,401.1741223798045
1679410741567,401.21444778896176
1679410801613,401.2518194261108
1679410861682,401.3325986692953
1679410921751,401.39604055503963
1679410981807,401.44561255483177
1679411041876,401.5052016944782
1679411101945,401.56003911393736
1679411162014,401.7232671236155
1679411222047,401.6309296421375
1679411282098,401.8016062942715
1679411342166,401.8316577138346
1679411402235,401.87378107117087
1679411462297,401.9336270605572
1679411522366,401.91102428344993
1679411582435,401.92604999323146
1679411642504,402.0504936921915
1679411702537,402.24441524578236
1679411762606,402.14244589905974
1679411822675,402.3370095770003
1679411882744,402.34060547335827
1679411942777,402.3033622610792
1679412002846,402.3746380638891
1679412062915,402.52104241560676
1679412122984,402.6262223840776
1679412183043,402.547369513942
1679412243057,402.68465569989473
1679412303126,402.7058458034328
1679412363195,402.83889396867795
1679412423257,402.8399213676374
1679412483287,402.87266970946894
1679412543356,402.79651376160183
1679412603425,402.99236168824166
1679412663494,402.91530676628497
1679412723562,403.08688239250847
1679412783631,403.23200249552684
1679412843700,403.1980983298659
1679412903737,403.23778161467357
1679412963806,403.3323023189404
1679413023875,403.3651790856419
1679413083944,403.5189036549454
1679413143977,403.5077306912617
1679413204046,403.5253248984418
1679413264115,403.64848434870254
1679413324184,403.67442617242796
1679413384217,403.649383322792
1679413444286,403.81890415109666
1679413504355,403.79103595432235
1679413564424,403.90494881394824
1679413624457,403.91650705224174
1679413684526,404.0623977044797
1679413744587,404.0395380776325
1679413804656,404.1697608957393
1679413864697,404.2478432166554
1679413924766,404.26017200416845
1679413984807,404.285856978154
1679414044876,404.3876979000067
1679414104903,404.43701305005897
1679414164972,404.49634533996556
1679414225041,404.6450613393419
1679414285109,404.6939912147844
1679414345178,404.68307510084054
1679414405247,404.74523273788554
